product_id,name,house,classification,severity,code,field,raw_value,normalized_value,problem,fix_in_rsupplyos,effect_on_recommendations
88,BRIGHT CRYSTAL,VERSACE,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Floral frutal,"[""floral"",""frutal"",""acuatico"",""almizclado"",""citrico"",""amaderado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
88,BRIGHT CRYSTAL,VERSACE,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
89,TROPICAL,HAWAS,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
89,TROPICAL,HAWAS,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Aromática verde,"[""verde"",""acuatico"",""especiado"",""amaderado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
89,TROPICAL,HAWAS,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
89,TROPICAL,HAWAS,no_apta_para_alta_confianza,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
90,LUNE FELINE,ATELIER DER ORS,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
90,LUNE FELINE,ATELIER DER ORS,no_apta_para_alta_confianza,medium,climate_values_inside_occasions,fragrance.occasions,"[""noche"",""cita"",""evento_formal"",""frio"",""regalo""]","[""frio""]",El array de ocasiones contiene valores de clima (frio).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
90,LUNE FELINE,ATELIER DER ORS,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Oriental vainilla,"[""oriental"",""gourmand"",""especiado"",""amaderado"",""aromatico"",""almizclado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
90,LUNE FELINE,ATELIER DER ORS,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
91,BAD BOY COBALT,CAROLINA HERRERA,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
91,BAD BOY COBALT,CAROLINA HERRERA,no_apta_para_alta_confianza,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""oficina"",""escuela"",""cita"",""noche"",""calor""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
91,BAD BOY COBALT,CAROLINA HERRERA,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Aromática amaderada frutal,"[""frutal"",""aromatico"",""especiado"",""amaderado"",""floral"",""verde"",""dulce""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
91,BAD BOY COBALT,CAROLINA HERRERA,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
92,FAME INTENSE,PACO RABANNE,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
92,FAME INTENSE,PACO RABANNE,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Floral amaderada,"[""floral"",""amaderado"",""especiado"",""oriental"",""almizclado"",""dulce""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
92,FAME INTENSE,PACO RABANNE,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
92,FAME INTENSE,PACO RABANNE,no_apta_para_alta_confianza,low,concentration_missing,concentration,,,Sin concentración (EDT / EDP / Parfum / Extrait / Elixir).,concentration,Dos productos con el mismo nombre base no se distinguen en la tarjeta ni en el buscador.
93,EROS,VERSACE,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
93,EROS,VERSACE,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Amaderada aromática,"[""gourmand"",""amaderado"",""citrico"",""aromatico"",""verde"",""dulce"",""especiado"",""cuero""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
93,EROS,VERSACE,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
94,9PM,AFNAN,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
94,9PM,AFNAN,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Oriental vainilla,"[""oriental"",""gourmand"",""dulce"",""especiado"",""aromatico"",""amaderado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
94,9PM,AFNAN,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
95,KENIA OS MUSE,KENIA OS,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
95,KENIA OS MUSE,KENIA OS,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Oriental gourmand,"[""oriental"",""gourmand"",""dulce"",""especiado"",""amaderado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
95,KENIA OS MUSE,KENIA OS,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
96,NAUTICA VOYAGE,NAUTICA,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
96,NAUTICA VOYAGE,NAUTICA,no_apta_para_alta_confianza,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""oficina"",""escuela"",""cita"",""calor"",""regalo""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
96,NAUTICA VOYAGE,NAUTICA,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Amaderada acuática,"[""acuatico"",""verde"",""almizclado"",""amaderado"",""aromatico""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
96,NAUTICA VOYAGE,NAUTICA,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
97,SCANDAL INTENSE,JEAN PAUL GAULTIER,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
97,SCANDAL INTENSE,JEAN PAUL GAULTIER,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Oriental floral,"[""oriental"",""floral"",""gourmand"",""dulce"",""especiado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
97,SCANDAL INTENSE,JEAN PAUL GAULTIER,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
98,CANDEE,ODYSSEY,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
98,CANDEE,ODYSSEY,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Floral gourmand,"[""floral"",""gourmand"",""dulce"",""almizclado"",""amaderado"",""especiado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
98,CANDEE,ODYSSEY,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
99,BLACK OPIUM LE PARFUM,YVES SAINT LAURENT,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
99,BLACK OPIUM LE PARFUM,YVES SAINT LAURENT,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Oriental vainilla,"[""oriental"",""gourmand"",""dulce"",""floral"",""especiado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
99,BLACK OPIUM LE PARFUM,YVES SAINT LAURENT,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
100,HALLOWEEN MAN X,HALLOWEEN,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
100,HALLOWEEN MAN X,HALLOWEEN,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Oriental amaderada,"[""oriental"",""especiado"",""gourmand"",""dulce"",""amaderado"",""aromatico"",""cuero""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
100,HALLOWEEN MAN X,HALLOWEEN,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
101,MYSLF LE PARFUM,YVES SAINT LAURENT,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
101,MYSLF LE PARFUM,YVES SAINT LAURENT,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Aromática amaderada,"[""aromatico"",""amaderado"",""especiado"",""oriental"",""citrico"",""dulce""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
101,MYSLF LE PARFUM,YVES SAINT LAURENT,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
102,TOY 2 PEARL,MOSCHINO,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
102,TOY 2 PEARL,MOSCHINO,no_apta_para_alta_confianza,medium,climate_values_inside_occasions,fragrance.occasions,"[""diario"",""oficina"",""escuela"",""calor""]","[""calido""]",El array de ocasiones contiene valores de clima (calido).,fragrance.occasions → fragrance.climates,"El normalizador los reencamina a clima para no puntuarlos como ocasión, pero el campo sigue mal en el backend."
102,TOY 2 PEARL,MOSCHINO,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Floral frutal,"[""floral"",""frutal"",""aromatico"",""citrico"",""amaderado"",""especiado"",""almizclado"",""dulce""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
102,TOY 2 PEARL,MOSCHINO,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
103,TOY 2 BUBBLE GUM,MOSCHINO,no_apta_para_alta_confianza,critical,scores_missing,fragrance.scores,,{},"No hay ningún score (projection, intensity, longevity, office_safe, night_out, …).",fragrance.scores,"Sin datos de rendimiento no se puede afirmar ""que destaque"" ni ""discreto"": el producto no alcanza la confianza mínima y nunca recibe la etiqueta ""Nuestra recomendación""."
103,TOY 2 BUBBLE GUM,MOSCHINO,no_apta_para_alta_confianza,medium,scent_family_not_normalized,fragrance.scent_family_normalized,Floral frutal,"[""floral"",""frutal"",""dulce"",""citrico"",""almizclado"",""amaderado""]","Falta scent_family_normalized; la familia se deduce del texto libre de `family` y de los acordes.",fragrance.scent_family_normalized,"La familia se lee bien en la práctica, pero depende de parsear texto libre: un cambio de redacción arriba la rompe."
103,TOY 2 BUBBLE GUM,MOSCHINO,no_apta_para_alta_confianza,medium,style_and_recommendation_tags_absent,fragrance.style_tags + fragrance.recommendation_tags,[],[],No hay style_tags ni recommendation_tags: falta toda la evidencia corroborativa.,fragrance.recommendation_tags,Se pierde toda la evidencia corroborativa: cada dimensión queda a media cobertura aunque tenga scores.
